"username--style37","u-dt","bbWrapper"
"surixon","Aug 8, 2024","Yup, and there are currently two roster spots open. One on defense and one upfront.

My guess is Lambert will get a chance to win the spot in camp upfront and Ville likely has the spot on defense."
"WaveRaven","Aug 8, 2024","IF they're ready. I don't see Lambert being a second line center on a playoff team yet. I'd be shocked at him actually playing there. Perfetti had a year under his belt and it was a short leash. So what spot not Ehlers, the 4th line ? Unsure they'll put him there.

It will be Names at 2c he's the best option right now. Ville/Stan should get a shot but they've brought in vet backup. They've shown a reluctance in the past and I don't think it's just going to change all the sudden."
"DRW204","Aug 8, 2024","Blah blah blah nearly every off season or TDL they say the same shit and unsurprisingly HF does their usual prospect circle jerk headlined by the usual suspects.

He said this at the Hlinka tournament... Wtf else do ppl think will be the primary topic of conversation or answer to a question. You think he'll be talking about veteran long-time NHL players?

Meanwhile this offseason, the nhl roster is 90% the same to start last year (adding miller and a new backup goalie - 2 vets).
And essentially 100% the same to start at fwd (at this point) , and they tried signing Monahan or Henrique and trading young players for Necas. Hmmm"
"","Aug 8, 2024","Essentially a yes man"
"KingBogo","Aug 8, 2024","I would reframe it as buying into the same long term vision as your boss."
"","Aug 8, 2024","I suppose.
Cheveldayoff has kept his job because he 
is “aligned” with Chipper 
Essentially a yes man.
I’d reframe it as job security in a non job security gig for Arniel and Cheveldayoff."
"surixon","Aug 8, 2024","I mean how many coaches out there get hired that don't buy into the vision laid out by their boss? 

Clearly a coach should be given enough autonomy to do his job. But I imagine every coach who gets hired is given sub objectives by their GM that they need to hit. In terms of Arniel some of it looks to be improve the special teams and give some of the youth better roles or in the case of rookies opportunities if they show ready."
"","Aug 8, 2024","As much as I hate the term old boys club 
TNSE is an old Jets boy club"
"surixon","Aug 8, 2024","I mean so is the rest of the league. Ruff is back in Buffalo. McDavid has his agent running the org, and has his junior coach as his NHL head coach just to name some other examples."
"","Aug 8, 2024","Regardless , this organization will never rise above mediocre.
Little has changed or will change.
The organization has gone on record stating just make the playoffs.
They have and sucked at it and will continue to suck at it.
I hope I’m wrong but I doubt it."
"surixon","Aug 8, 2024","I don't really disagree with you. We could use some fresh perspective. But I can understand why they operate the way they do. We've seen far too many undesirable markets stuck in never ending rebuilds.

We are between a rock and a hard place. We likely can only get truly elite talent by bottoming out, but we don't have the desirability to bring in the Hossa's, Panarin's etc to provide the high end vet talent to support the elite talent. We'd more then likely just be another Buffalo."
"","Aug 9, 2024","It’s an interesting debate and although there is a hint of frustration and possible cynicism in your post it’s not unfounded.

Looking back:

When the Jets arrived for the 2011-12 season Atlanta had just come off integrating Bogosian, Kane, and Burmi in their big rebuild (flop) all as 18 year olds. Zero delayed gratification for the fans hungering for the youth movement.

Then there was the lull. After Burmi it would take three seasons for the Jets to integrate their next prospect Schief and Trouba 2013-14 but that began the golden era of prospect integration up to Connor in 17-18. That group of prospects largely drove a bottom 13 NHL team to 2nd OA in the NHL and a cup contender.

That begot the dark age starting after Connor . Our drafting kind of went in the tank due to later picks, missing on picks, and more picks traded away. Stan, K-Ves, Jack,……..there was no real integration after Connor 17-18. The Next guy to come along that showed even a remote promise of playing top 6 fwd or top 4 D was Samberg in 2022-23. That was a half a decade slump and it explains why we don’t have the young pieces to get this core over the top.

However, I think starting with Perfetti we have begun to add some prospects that are not as rich and deep as our golden age but they are better than the dark ages. We have had two set backs that don’t help with McG doing the heel turn and Chaz looking like he is too fragile for Ice hockey but we still have a few interesting assets that “may be of help” over the next couple of seasons. Chipman’s panic boner doesn’t really help prospect integration as he brings in 80 year old coaches and trades draft capital to try to sell empty seats today but……..

The reality is the golden era core will age out over the next 3-5 seasons so the win now and forever strategy can only be fueled by shuffling the deck chairs for so long. The only practical way to re-build a core in Winnipeg is to hit on draft picks."
"surixon","Aug 9, 2024","Well said!"
"WolfHouse","Aug 9, 2024","Panic boner and circle jerk all in one thread. What a time to be alive!"
"","Aug 9, 2024","IMO, Chevy is talking youth at this point because that is what is available to him - his adds are gone, he lost a dman, and another was bought out based on contract / performance - so the holes are open. I don't see this as some grand plan that Chevy came up with - and there is no way of assuming it is long term - it looks more to me like a reaction to stuff that happened, . The Jets will probably continue to tinker to make the PO's and that may include more deadline deals that Chevy thinks will help. 
I'd like to believe there is some sort of long term plan in play - but I don't buy it. This team will likely continue with the game plan that means making the PO's and if the youth can help in that, they will be a pce of the plan - if not, they will look elsewhere."
"","Aug 9, 2024","That a dark take but likely accurate - 
IMO, it comes down to this:
Will the Jets stick to a plan that integrates more youth in the lineup - no matter what.
Or does the plan adapt to our place in the standings?
Chevy and the Jets will react to what they think they need to do to make the PO's - and they'll do that on the fly.
I don't see ""Long Term planning"" in the mix -"
"WolfHouse","Aug 9, 2024","Without the rumours of his failed contract offers during UFA, it would be easier to believe... but trying to keep Monahan and then offering a contract to Henrique is not integrating youth"
"surixon","Aug 9, 2024","Yes I imagine a good amount of this is reactionary to striking out in FA. It just highlights the fact this org had been in full blown reactionary mode for a number of years now. It starts at the top with Chipman being in full blown panic mode with ticket sales and that trickles down to hockey opps making knee Jerk short term moves. 

But the market has spoken and Chevy and Co really don't have much choice but to put some trust in the kids. I'm sure he's more bullish on some then others.

Should be an interesting year."
"WolfHouse","Aug 9, 2024","TNSE wasn't in panic mode with season tickets when we were chasing Timo Meier and other guys before that... It does seem like our draft develop strategy really was thrown out when we made the finals - and replaced with no strategy."
"Heldig","Aug 9, 2024","It has been talked about for a while but a draft and develop team that has had very few draft picks - as a result of trading futures for immediate help (that did not help) - whilst failing with numerous draft picks in the last 5 years or so - and here we are.

A team that is committed to a small core of veterans with few top prospects and a concerning public reputation of being not good for developing young players."
"","Aug 9, 2024","I agree -
This is not a Long Term Plan of any sort - it's Chevy shifting the message to suit the situation.
He has holes in the lineup that need to be filled - so now we are on a ""integrate the youth"" movement - lol."
"sipowicz","Aug 9, 2024","No 2C, soft D corps with questionable top 4 (Morrissey aside), no competant backup goalie, unknown coaching.....

gonna be another long season"
"WolfHouse","Aug 9, 2024","We might barely hit 100 points this year. Ugh."
"surixon","Aug 9, 2024","I imagine the plan was always to give Snerg and Cole larger roles and get Ville into the fold. But my thinking is they had originally wanted to give Lambert and Chibrikov another year on the Moose. My guessing is they now feel they may need to advance one of the two a year."
"","Aug 9, 2024","The sooner that Chipman and the gang realize that performance wasn't why they are bleeding ticket sales, the sooner they stop making those short term moves. It's not the team, it's how the organization treated the fans that were ponying up their hard earned dollars for season tickets. They burned an awful lot of bridges with fans that afford season tickets. Very few of those fans are returning."
"surixon","Aug 9, 2024","Yup, they need to fix their customer service. If they can't retain good ticket reps then maybe they should seriously look to outsource it to a third party that specializes in client engagement.

I think they are aware of the issue but seemingly don't know how to fix it in-house."
"DRW204","Aug 9, 2024","Not frustration at anything a gm says. I'm just firmly in the ""see it to beleive it"" camp when it comes to most things sports gm's or coaches say. Rather than eating the smallest shit up which hf sometimes does.

Folks on this forum routinely take small smidges of uncontexualized interviews, quotes and then apply it as a gospel, or concrete as if things remain static through an entire sports season. Secondly, anyone can say anything and have it printed and ran with. I'll hold legitimate actions in higher regard such as transactions or even transaction attempts.

So, color me extremely unsurprised that at the HLKINA, a tournament headlined by prospects, that a hockey executive is talking about their prospects as a primary conversation point. Like gee great nugget to unearth!

Meanwhile, they've brought back nearly the entire group to start last year and signed or attempted to sign vets (the horror!!!) as additional or replacement pieces, while still being a team hopeful of cup contention.

Can a prospect or 2 be in the lineup to start, sure. I hardly quantify this as movement, and is something teams do frequently. Hardly anything exciting or noteworthy imo."
"","Aug 9, 2024","I see this take often but very rarely do people say what actually put them off. I expect there is a not insignificant portion of people who were selling tickets to make back some of their cost and that market dried up.

I can afford season tickets more now than I could when I had them but my lifestyle just doesn't fit that anymore. Nothing to do with how I was treated since my interaction with the reps was minimal. I'm also not interested in buying them during a rebuild if that happens."
"","Aug 9, 2024","Part of the issue is that they can retain good ticket reps - they can, do and then promote them. Meaning the ticket rep position is forever an entry level position with very high turnover. That's the face/voice/email the average (so anyone NOT in a box) fan gets to interact with. They are mostly young adults, fresh out of a business program. 

The position itself is also thankless which invariably leads to the turnover as well. I've heard lots of stories about season ticket holders berating ticket reps over the phone for moves Chevy did, or didn't, make. So I'm sympathetic to them and the challenges they face but the longest I ever had a ticket rep was about 15 months. As I've posted previously I'm on my 4th in the last twelve months. 

I swear it's the used car salesman model and it's a poor choice for this type of organization. 

That said the ticket reps are the least of the orgs problems as they're mostly well meaning young men and women not really cut out for that type of position in most cases. And I don't mean that as a slight to them, it's a difficult position. 

The biggest mistake they made, IMO, is undervaluing those STH they had. There was always bound to be turnover as some that initially got tickets were in for a quick buck. Once that dried up those ticket holders left, but I'd guess that's maybe 10% or less of STH and they were easily replaceable. So it's the treatment of the other 90% that were the issue and the stories I've heard from many are the same. In a nutshell TNSE was utterly unresponsive to any of their concerns and consideration for those concerns was negligible at best. The communication was channeled through the ticket reps so they get the blame, but it is organizational.

TNSE has acknowledged they are to blame to some degree but the behaviors remain precisely the same as they were previously. The organization is basically behaving like a government bureaucracy - those in charge are never in danger of losing their positions so there's not any meaningful change. Those in the upper echelon will tell you they are introspective and they're absolutely certain they aren't the problem. They've performed their due diligence and looked at what is happening and even created a STH Council to help them. But like all self-serving bureaucracies they suffer from toxic positivity and discount any negative feedback as being only from whiners and pessimists. There's never actually any real introspection.


I've delineated it many times in the past and have had many conversations with individuals. I'm opting to not repeat myself but I'm quite happy to go into excruciating detail if you'd like. 

Respectfully I disagree with you on the proportion who were selling, I think it was insignificant, perhaps 10% that were reliant upon it. Certainly many have now opted to sell the higher demand games like Montreal and Toronto, but that's just about all that reaches that level of demand these days where you can make over your STH price (McDavid and Edmonton as well I suspect)."
"surixon","Aug 9, 2024","Ok, I've seen your point often enough to know what you deem to be missteps.

In your view what do they need to do repair it. What actual services, perks, engagement that are realistic need to be done.

Personally I have been seat holder since day one and really don't care much about all the other stuff. I guess I'm easy to please cause all I care about is attending the games. Things like contests, food and beverage choices are all secondary to me and I just choose to buy or not buy. I've also never really had a need to engage with the reps for things. I'm satisfied with the food and merch discount.

On some level I think maybe some people feel entitled to far more then what is realistic."
"","Aug 9, 2024","I'd be happy with 100 points if Lambert and Ville are on the team.


I don't see what everyone else does in Chibs...at best, he is a 3rd liner in the NHL."
"surixon","Aug 9, 2024","He's got nice hands, a plus shot with good speed. He also plays a fiery game. He has holes though that he needs to clean up. To me he's a poor man's KC."
"","Aug 9, 2024","That is a sad assessment - but probably correct.

Judge people by what they do, not what they say. The goal will remain to simply make the PO and then hope to get some luck.

Apart from Miller in for Schmidt and Heinola being given a shot at 3LD we are simply running it back. And Stanley could very well still be the regular 3LD. The only questions are about who and how many will be in the press box."
"","Aug 9, 2024","DeMelo doesn't fit the mold for a 1RD or for a partner for Morrissey, yet he gets the job done at a pretty high level. Samberg isn't a replacement for Dillon's physicality but I'm pretty sure he will be a decent 3/4 Dman. Pionk is the weak link in our D corps.

Otherwise, top line that can't win its matchups. 2nd line that is actually a shut-down 3rd line .............. yeah, long season."
"","Aug 9, 2024","I've said it before. The reason I gave up my tickets was how I was treated. Period.

I never interacted with a ticket rep. As part of a group who liked their seats it was never necessary. It was a basket of practices that started with required purchase of pre-season games at regular season prices and ended with TNSE selling seats all around me for substantially less than what I was paying. And throwing in a free beer, or whatever.

There were other issues, but they were lesser irritants.

You aren't interested in buying them during a rebuild. I'm not sure I'm interested in buying them WITHOUT a rebuild."
"","Aug 9, 2024","Don't see the KC comparison. If it is valid then maybe he is a not so poor man's KC who scores less but has a better all around game. He plays a fiery game, which is what KC lacks. I see him as a more skilled Tanev."
"surixon","Aug 9, 2024","I'm mostly talking about his skills with the puck and instincts around the net. He does play with more jam off the puck. But has similar defensive deficiencies as KC."
"","Aug 9, 2024","OK. I think you could say the same about Tanev. Tenacious forechecker. Not so great defensively, though not KC bad."
"","Aug 9, 2024","We'll cancel each other out then. I don't want to spend $10k to watch them get blown out each night. 

I can appreciate the preseason game gripe. I don't agree with the anger over seats sold around for less. It was a promotion to get people in the building because those seats weren't moving otherwise. Your benefit is getting to every game for less and cheaper playoff tickets. Those deals weren't available for every game or every opponent either."
"Buffdog","Aug 9, 2024","Yeah, I see Chibs more as a ""rich man's Tanev"" than a ""poor man's Connor""

Maybe he'll end up as ""a Russian man's Matty Pearrault"". Smaller size, high energy, throws his body, has some finish/skill. Similar stats in their first year in the AHL 

Perrault: 77GP 11G 39A 50PT
Chibrikov: 70GP 17G 30A 47PT"
"","Aug 9, 2024","Yeah Perreault was probably a 3rd liner at best on a contender but he was still a valuable contributor for years in his prime"
"scelaton","Aug 9, 2024","I wouldn't say you are just easy to please, but at ~ 50,000 posts it is clear that the Jets mean more to you than to most on this board, and 99% of Winnipeggers. You are atypical.

As for entitlement, it is everywhere these days, but does not describe our fan base particularly well. More than others, we know we are not ""entitled"" to a team and could lose them again, just like we did the first time. A big chunk of our vulnerability is simply numbers and dollars--we are a small city with a modest economic base. None of that is TNSE's fault.

BUT. TNSE could have done much, much better. There is a sense of entitlement in the organization itself that has bred complacency and ingratitude. They know how much the Jets are valued and were spoiled rotten, literally, by a seeming insatiable demand the first number of years after the return.

Put simply, they needed to try harder to please and be more grateful to their customer base. ps241 and others who are in business will know exactly what I am saying. You have to treat every (decent) customer as the potential key to your future success. Or ultimately, you will fail.

Of course, putting out a winning lineup is a the most obvious way to increase fan engagement, but if the ST base ( and general fanbase) respect the organization, there is a lot more latitude to, eg, take chances with youth and make other strategic decisions with a degree of risk attached.

I have had a lot of contact with TNSE, as a STH and also professionally. I gave up my share of ST a few years ago because I have many other ways of seeing games live, but also because of the air of indifference emanating from the organization. There appear to be two clubs-- the young men's club (ie, the players) and the old boys club--if you are not in either club, you are invisible.

That started to change these past couple of years, inside and outside the dressing room, but they still have a lot of work to do and a lot of culture to change."
"Buffdog","Aug 9, 2024","Interesting fact (not to throw cold water on the Chibs hype, per se)

Mason Appleton first year in the AHL (D+3):
76GP 22G 44A 66PT

Chib's and Perrault's first year in the AHL was also their D+3"
"surixon","Aug 9, 2024","Thanks for sharing."
"Whileee","Aug 9, 2024","Probably correct about a lot of this, but I also think that the Jets have some good prospects that now have considerable AHL experience. They weren't reluctant to integrate Roslovic, Connor and Appleton after good AHL performances during their previous contender window. Heinola has a lot of AHL experience with good results. Lambert just completed a season that is at least as good as Roslovic's season before he had a decent run with the Jets, and that was on the stacked 2017/18 team.

So it would fit with previous approaches to consider using players like Heinola, Lambert and Chibrikov in the NHL line-up, at least for good chunks of the season. I think we might see a situation where the Jets integrate young players into the line-up in the first half, and then perhaps look at adding key pieces at the TDL if they feel they need more experience / impact. If McGroarty has a really strong season he might return a good roster player with some term at the TDL, which might be one of Chevy's considerations."
"","Aug 10, 2024","First, I wasn't actually directing the latter part of the post at you, but cool you've noticed.

To be honest I find your comment regarding entitlement to be a little condescending. It's likely not meant that way intentionally but it's how I perceive it. It demeans the very real issues I and many other have faced when dealing with TNSE (guy with cancer asks to transfer his tickets to another member of the group and they ask for $1400 to do so? F$ck right off. Even Westjet didn't bat an eye or ask for proof). I'm pleased you've had no issues ever and I wish that had been my experience, but it's not and it's not for many others I know.

I too have been a STH from day one, Section 112 and tried to move my seats from the very first day in those P3 seats. It took me 7+ years and likely doesn't happen without my association with this board and the kindness of a board member that provided me his name, old and new seat locations that moved from P6 to better seats in P3 before me. Prior to providing that information to my ticket rep, they told me I was lying. After providing the names and seat locations I was moved to Section 103 within 2 days.

How can they repair it? I don't believe they can; not with STH they've lost. People are fine with getting cheaper tickets to the vast majority of games and not having to deal with the inconsistent treatment from TNSE.

Burning out the flippers was likely always expected and I have no issue with that. Burning out the folks that had/have the disposable income to afford STH in a declining economy is the opposite of sound business practices (you'll excuse me if I don't concern myself with budget issues).

What can they do moving forward? Value their customers. Don't undercut their STH:

1. don't sell seats next to a STH for LESS than the STH pays and provide the perk (?) of a beer and a hotdog that the STH doesn't get. You want to do that for your walk ups? Step up and offer it to the STH as well. Yeah, it doesn't happen every game but it happens at most of the non-A games (perhaps not on Friday or Saturday night - so ballpark 50% of the games). As for non-STH NOT getting into the game for less as a STH? That's complete bullshit. I pay $130 a seat for my seats and I've frequently sat beside people getting in for $85 plus the beer/hot dog. Yes, I have priority access to playoff tickets. What's that again, we qualify roughly every other year or slightly less? Big perk there. Thanks, but I'll take the $45 x 22 games = $990 in savings over the season.

2. Don't mandate me via the contract to sell my tickets on your official site for  than I paid when you're selling the seats next to me for under STH pricing. Sometimes seats have to be moved (work travel, illness, etc.) and I can't list my tickets for what TNSE is. That's flat out horseshit. Yeah, I can sell on fansfirst or whatever, but TNSE reserves the right to revoke my STH license if they're in the mood to do so. Our group has listed tickets at our price, only to be undersold by TNSE at a lower price. We have your money, $%^& you STH is the message.

3. Make some actual effort to keep actual records of your STH requests for relocation.
The Bombers were able to do this in the era of rulers, graph paper and rotary dial telephones. I was at the point of requesting a relocation every 3 months due to ticket rep turnover and being told ""we have nothing on file"". When I re-emailed my request they'd apologize and do nothing. I'm not delusional, but I do want to feel like I matter and that my concerns that are reasonable are recorded and some effort is made. See above regarding my move from 112-103. There should be a file for each set of ST but I do not believe there is. When moving to half season this year for the first time since the Jets returned, my ST rep suggested I move to section 112 because section 103 was too good for half season. I've been a STH since 2011 and I don't carry any weight at all? Really? That's going to encourage me to re-up? Come on. I fought for seven years to get out of that section and you're telling me that 103 is high demand (it's not, trust me).

4. Be responsive to your clientele. I lost a guy from my group because he got tired of lining up at the box office to pick up his tickets because he was retired and didn't want a smartphone. Yeah, I know, but you know what? The Vancouver Canucks to this day still print tickets (at additional cost) for the clientele that want it. My brother in law was a partner in a law firm in Vancouver that gave tickets to clients for their business. He retired last year so I don't know if it's current for this year but up until 2023-24 it was a thing.
I worked in the restaurant industry a long time decades ago and those that I know that are still there (mods ask if you want names) have all dumped their tickets with the switch to electronic ticketing because it's too annoying (as in the customers don't want to give their emails to the restaurant because they then expect incoming spam marketing) and inconvenient to give valued customers and/or staff a reward. I can give you several chains in Winnipeg that dropped their STH packs because of this. The tickets were used to reward staff, frequent customers. That's cutting out a corporate partner essentially.
It's not that hard, find a way to print, watermark/protect those tickets in some way, charge more and you feed that clientele. I fully acknowledge that's the way of the future, but you know what? How many Millenials have that disposable income at this point? Face it, you burned Boomer/Gen X clientele and those are the actual people with the disposable income. Well played.

I've lost many more people in my group over the years because they've simply looked at the economics and realized that they can pay full price to see Edmonton or whoever they really want to see and then go to a number of other games for under STH price in similar seats and end up saving money versus being part of a STH group and paying the $130 for P3. The penalty for that economic decision is possibly/maybe paying more to see the playoffs that they're probably not attending anyway. Tough economic times and they're winning overall. TNSE taking the short view when they should be playing long is the simple explanation. I mean how do you grow up and succeed in Winnipeg and so severely misunderstand your market?

I don't care about free merch, etc. The discounts are better (it was pretty sad when the waitlist was getting the same discount as my $10K a year payment). Contests are utterly irrelevant (would you like the name of a guy I know that has been STH of the game twice). It's something of a strawman to contend that it's the lack of perks that keep people from being a STH - do you really think there are that many people that if they got a free jersey they'd drop several thousand dollars? I suppose that's actually probably true given how many people fall for the ""points"" scams that are offered by many grocery retailers. 

TNSE overestimated its ability to piss people off and they are reaping the rewards of their behavior. As mentioned, to me it's literally the used car sleazy salesman market. Once they have your money the follow up is severely lacking. That's an ok model for people out there that you can burn the experience with; other car dealers exist, many with the same model of business so people get hooped. That's not the case with the Jets. Winnipeggers are inherently cheap and are by and large not stupid. Why would someone pay $130 for STH in P3 to see preseason games, Utah games in late January at 2:00 on a Sunday afternoon when the team probably isn't in the mood (trust me, I've so many lacklustre efforts) when the alternative is to pick games you want and so long as it's not Friday/Saturday or a handful of teams they're ultimately paying less. Yeah, they might miss out on a playoff game but I've yet to see the Jets win a home game (luck of the draw) in the playoffs and have seen them eliminated three times. Whoo-whoo. I have lots of white towels though.

And no, I don't really want the Bud and hotdog. That will come back on me.

Provide value and people will come to you. Screw them and they walk away. I think there have been a few movies over the years espousing similar principles. Chipman and crew didn't learn that lesson. Yet."
"WolfHouse","Aug 10, 2024","What does this have to do with Jonathon Kovacevic?"
"","Aug 10, 2024","Not a damn thing. I'm from the government, I'm here to help."
"surixon","Aug 10, 2024","I guess I chose my words incorrectly. Didn't mean to offend anyone who have had real issues. 

Thanks for taking the time to write this, you raise a lot of good points and offer some useful suggestions."
"","Aug 10, 2024","Yes - and this approach looks very similar to what happened with 91 LY - 
But is this really a plan that allows youth time in position (through thick and thin)?

My comments were aimed at Chevy and his so called youth movement - and how some are running with that narrative. Sounds more like they intend to give a few prospects a shot but when things tighten up in the back stretch, don't be surprised if we revert back to vet deadline deals to fill their spots."
"","Aug 10, 2024","Owning a large customer facing business is pretty much the most humbling thing you can do. I have made more mistakes in my businesses than TNSE has made I’m sure. We wake up every day trying get better but it’s tough. 

With that out of the way what I wouldn’t give for this email if I owned the Jets and was trying to figure out reasons why we are leaking oil in regard to season ticket holder attrition. 

I have to take the kids zip lining today but I have a few thoughts on this great post buggs. I’ll try to circle back."
"","Aug 10, 2024","To each their own.

Access to PO tickets doesn't appeal to me. I will never spend that much for 1 night's entertainment. Just can't make myself do it.

I certainly wouldn't spend $10k either. I was in a ticket group for a lot less than that.

If they are going to keep offering promo deals, I will buy some of them instead of ST. But not having committed to x number of dates before the season began leads to going to fewer games. I am disincentivized to buy ST. I think there were deals for most games.

I understand the marketing need for the deals but it is a 2 edged sword. Discounts devalue your product. Once you start doing it, it becomes very hard to stop unless you can sell out without them.

I can watch a struggling team if they are moving towards getting better. It is no worse than watching a team that makes the PO most years and gets blown out in the 1st rd. If they are getting blown out most nights and not progressing that is another matter.

The PO blowout demonstrated that the 4th OA finish last regular season was an aberration. My guesstimate is that they were more like 12th best in the league. Being content with that and simply making the PO most years doesn't sell to me. I can only speak for myself but there must be others who feel the same way.

I want to see an org that is fighting, kicking, biting and scratching to win the Cup. They don't need to ever actually attain that goal but they do need to be striving for it, always. As long as they are doing that I will buy tickets to watch."
"Gm0ney","Aug 10, 2024","Appleton was an overager when he was drafted. He was born Jan 15, 1996, so he would've been eligible in the 2014 draft. The Jets picked him in the 2015 draft. So that makes his D+1 year in the USHL with Tri-City, D+2 and D+3 at Michigan State, and D+4 with the Moose."
"","Aug 10, 2024","Actually, I like the Perreault comparison better than Tanev. Not necessarily as a match right now, but as something to hope for."
"","Aug 10, 2024","Same here I think that's a great comparison. A cost cotrolled guy who can play on any line - complimentary top six placeholder, and be an impact bottom six player is a great piece to have."
"voyageur","Aug 10, 2024","He mentioned Stanley, who is not a young player anymore by NHL standards, probably mid career for the average. Heinola makes the team, still have to see how he gets used. I don't think there is a direction from management to play certain players. Arniel might be able to coach young players better than Bowness, but we'll see how much rope they get. I think the name of the game is make your impression in TC, make it hard to be cut or demoted. And then help the team accumulate points, early the season. If you get sent down you fight to be the next man up, when opportunity knocks. 

This season has a different feel to it...there may be some confidence left over from last year's run, with some chemistry built, and an opportunity for young players to contribute. Like Johnson in Dallas or Faber in Minnesota are doing, two picks where the Jets at this point missed out on the better player in their draft spot. Lambert seems like that guy who could move the needle. I think he and Heinola are the best chances at success. 

But this team has proven to be fragile when things go wrong, and you wonder if the youth push doesn't become a showcase if this isn't the Jets year, and all those UFAs get moved."
"cbcwpg","Aug 13, 2024","Winnipeg Jets winger Nikolaj Ehlers will be making an early return to competitive hockey this year as he suits up for Denmark in Olympic qualifying later this month.

Jets head coach Scott Arniel confirmed to the Winnipeg Sun that Ehlers will play as Denmark hosts the Group F qualifying tournament as they take on Great Britain, Japan and Norway. The winner of the group will clinch their spot in the 2026 Olympics in Italy.

“Playing in these qualifiers, I know it’s going to be a big boost in getting him started, getting off and running and getting off to a good start in October,” Arniel added."
"Malcsta","Aug 13, 2024","Spoken like a man who knows he isn't getting traded."
"DRW204","Aug 13, 2024",""
"WaveRaven","Aug 13, 2024","Who would have ever guessed."
"surixon","Aug 13, 2024","Wonder if they are waiting until close to camp to announce some long term deals to Cole and Fly to drum up interest like they did last year with Mark and Helle."
"KingBogo","Aug 13, 2024","So it sounds like Perfetti will be a winger for the foreseeable future. Interesting comment about looking at young guys in camp. Names looks like the front runner for the #2 center, but maybe they give Lambert a look? Ended with some encouraging talk about revamping the PP and PK with the new coaching staff."
"surixon","Aug 13, 2024","There an interview somewhere?"
"KingBogo","Aug 13, 2024","Yeah I quoted the interview. It is your second option. The interview with Arniel."
"KingBogo","Aug 13, 2024","This makes sense for Ehlers since he is still under contract for this season. Less so for Perfetti as he is unlikely to be in camp without a contract. You'd think they would want that done with a little room to spare before camp."
"surixon","Aug 13, 2024","Sorry, I meant in the run up to camp. Clearly Cole isn't attending camp without a contract."
"KingBogo","Aug 13, 2024","It would be nice to get that taken care of now. Camp is only a month away. We haven't heard much since reports that Perfetti was open to a longer term deal. The organization is sitting on around enough cap space to make that a possibility."
"surixon","Aug 13, 2024","I can't seem to find it.

What did Arniel specifically say with regards to contracts for Cole and Fly and did he give reasons for not wanting Vilardi and Cole in the middle.

Seems like none of the radio guys were all that bullish on Namestnikov getting that spot. 

Seems to me they are going risk adverse suppression mode and hoping improved special teams will tilt the balance in our favor."
"KingBogo","Aug 13, 2024","Arniel didn't say anything about contracts. Chevy's job. He said he likes Perfetti at wing. After that he talked about giving some young guys a look in camp. I took it as likely Lambert, but he seemed to be penciling in Names as the #2 center with Perfetti and Ehlers on wings. He didn't back off the suggestion that it would then be KC-Schiefele-Vilardi as the 1st line."
"Buffdog","Aug 13, 2024","Vilardi was not mentionned, but Arniel did state that he likes the way Perfetti plays on the wing and he really liked the season he had last year

I think that burdening Perfetti with the defensive responsibilities of playing C might impact his offensive numbers and line driving ability"
"Dale53130","Aug 13, 2024","Go to the 2nd recorded instance on the playlist, where it reads ""How was the Jets coaching summit? Coach Arniel joins."", it says 41 minutes next to it."
"voyageur","Aug 13, 2024","I hope Arniel runs Perfetti and Connor together.

Not surprised that Namestnikov is the front runner for 2C. Jets did pretty good with him in that role last year, statistically better than with Monahan. 


Lambert is probably going to have to blow the doors off to get the job. Maybe if Valardi goes down again, they put him in the 2C spot with Namestnikov insulating him on the wing. Going forward I think the Jets, after last season's development, want to see Lambert grow into that 2C spot, and his skating will make him a better option for that role...Scheifele and Lowry are good skaters, but not elite. Perfetti might be a level below them. I think the Jets definitely want an upper echelon skater in their centre folds, to compete with some pretty good ones in the conference. I also wonder what kind of forecheck the Jets use, with their centres being among the most physical players on the roster, and Lambert is again probably better than Perfetti in that regard, even if a tad undersized still."
"surixon","Aug 13, 2024","My guess is both sides are haggling over pennies at this point lol. Both Chevy abs KO are hard negotiators so I'm not surprised they will go down to the wire to get it done.

I also imagine that the Hilinka was probably a return to hockey ops after a vacation for Chevy. I would expect to see more traction on it over the next few weeks. My guess is an end of August announcement."
"surixon","Aug 13, 2024","Sorry, Toth was talking about Arniel not being on board with Vilardi in what I heard. Not sure where he got it if Arniel didn't say anything in his interview. Maybe it was off the air.

I definitely get that second part and it seems our strategy is to only have one offensive center and the a bunch of defensive first ones. I can't say I'm thrilled about this strategy but it worked last year so I can understand them doing so again. I don't think it's a recipe for long term playoff success though.

Just seems we are getting a more conservative approach again. I'd like to see more proactive decisions and for the org to take some real risks.



I think it's more defense that they want then speed in the center spot. They had no issue trying to bring back slow as molasses Monohan for that role."
"voyageur","Aug 13, 2024","I'm hoping new coaches have an impact with team speed this year. Lambert and Kupari are elite skaters, Namestnikov is a skater. There's some defensemen who can skate in the organization. Winnipeg should be a good skating team consistently with some of the best ice in the NHL, in my opinion. This year really lends itself to the potential that we have as a team."
