"username--style37","u-dt","bbWrapper"
"Ledge And Dairy","Aug 27, 2024","No we weren't a high flying rush team but we were a team, like Carolina, that heavily relied on possession. And that possession was always run through the defense. Create turnovers at the blue line, regroup and go up ice. Hanifin lead our team almost every year in shot attempts. I'm not denying that he did shoot a lot but you are vastly undervaluing what Tanev did to set up offense too. Tanev is nothing like a Ben Chiarot or Eric Gudbranson. Those guys are fine defensively but they have zero ability to break out of the zone and very often just ice the puck or turn possession back over. Tanev was very good at preventing opposing offense but then also tuning that into sustained possession.

I don't think I'm sleeping on Miromanov at all. He will be fine but if you think he compares anywhere close to what Tanev or Hanfin provided in terms of creating possession to control the offense you are dead wrong. I think 20-25 points from him is well within reason, especially if he is paired with Weegar.

If Kuzmenko scores 30 with us before he is traded at least half of them will probably be from the man advantage. Again I have no doubt our powerplay will improve this year. But I think you are vastly overvaluing our 5v5 play. 2 years ago (22/23) all but 2 of our 29 different players on our roster had the majority of their EV strength zone starts in the offensive zone, those 2 players (Philips and Zohorna) played a combined 10 games for us. We were ridiculously dominant at 5v5 in terms of possession. Last year we had a lot more turnover on our roster (due to trades) so we had 35 different players over the course of the season. 15 of them were below 50% offensive zone starts. We took a big drop in offensive possession that season with all our trades and will likely be taking another big drop again this year.

I also don't think it's at all fair to compare Kuzmenko to Lindholm here. Kuzmenko was scoring on 24% of the shots he took and Lindholm was scoring on less than 7% of his shots. There is no way Kuzmenko will be able to sustain a number like that over a full season.

Like we can do the math here using ixG from last season with the likely starting 18 (19 because I decided to add Coronato even though I think Pelletier will make the team instead due to waiver exemption)
Kadri = 
Coleman - 28.92/78 = 
Backlund = 
Sharangovich = 
Huberdeau - 19.54/81 = 
Pospisil - 13.57/63 = 
Zary - 11.93/63 = 
Andersson - 9.98/78 = 
Weegar = 
Kuzmenko - 7.79/29 = 
Miromanov - 2.24/20 = 
Rooney - 3.28/33 = 
Pelletier - 0.78/13 = 
Coronato - 6.19/34 = 
Pachal - 1.53/33 = 
Mantha - 14.94/74 = 
Lomberg - 7.02/75 = 
Bahl = 
Bean 3.54/72 = 

Total ixG from these 19 players = 
That's if all 19 players were to play all 82 games (which is not possible). It's just simply not likely that all of them score this many goals. Not everyone is going to play all 82 games. Then if we cut Mantha and Kuzmenko to only 60 games played due to trades that number drops even more. I said in my original post that we would probably score closer to a 3.00 GF/GP instead of 3.09 from this most recent season. That's about  total goals, instead of the 253 we scored last year."
"Ledge And Dairy","Aug 27, 2024","An expectation of 280 goals for is just not at all realistic. That would have ranked us 6th last year and clearly in contender status of scoring. You will have to chop at least 30-40 goals off here somewhere to make it at all realistic. Also 80 points for Kuzmenko and 45 for Miromanov is nuts."
"Yepthatsme","Aug 28, 2024","I think my favorite part of all this so far has been you adding up the iXG to exactly what my first prediction was, then saying why you think it’s completely unreasonable. The cumulative total of our iXG is already 280, without the added effect of a more offensive environment, a better powerplay, and progression of our young players included. Your numbers already seem to dictate we will likely score more goals, yet you used that as a detractor?

You didn’t read my post well, I already included man games lost bringing us down to about 265-270 which seems realistic for this roster. Trades will also give increased roles to other players so it’s not like those goals are completely lost. You also used 6th place to represent some sort of rarified air obtained through a massive jump that is unattainable to us (you’re right we won’t to around top 5 though), but the difference between 10th and 19th (us) in the NHL was a whopping 13 goals. Not a Herculean leap to once again just say we might have an above average offense this year.

Also Kuzmenko potted 74 points in his rookie season, and gave us a 71 point pace despite 4 points in his first 9 games or 8 in his first 18. You think it’s crazy he beats those totals by 6 points and 9 points respectively, after realistically given the keys to our offense this year. Miro I’m operating on a hunch, he’s put up insanely good offensive stats in the AHL, and I think we just saw him scrape the surface coming back from injury. He already had a 29 point pace after missing a year and a half of hockey, so once again your hyperbole calling a jump in points after what he’s went through nuts is something."
"Ledge And Dairy","Aug 28, 2024","Yes because that assumed 19/18 players played a full 82 games. Again that is literally impossible since only 18 players can play in any game. On top of that is completely unrealistic to expect 18 players to play all 82 games. Reality is it will be more like 5 players play all 82 and some will play as low as 45. 

Powerplay ice time is about 20% of 5v5 ice time. You are really not factoring in how much worse our 5v5 play will be. Last year we had 167 5v5 GF and 44 PP GF. Even if that PP production increases to somewhere between 50 and 55 we will probably have less than 150 5v5 GF. 

Kuzmenko won't be in Calgary for a full 82 games, he will be moved before the deadline. So even if he paces 80 points (which is probably a bit high) he will probably only get like 50-60 max with us."
"DomBarr","Aug 28, 2024","I am not going to look at stat pages to not agree with your goal scoring estimates as a lot of your estimates seem reasonable however..
Sharangovich is more likely to score 20 than 30 so make it 25 so - 7 g
Mantha regresses to norm is traded in January for picks and only scores 10 for Calgary so -15g
Kuzmenko is traded in Feb and only scores 25 so -10g
Coleman regresses back to career norm lets say 17 g so -5 g

the skill traded out and goals lost because of it are not replaced.
So that takes it from 280 to 243 and realistically I can't see this team breaking 240 because of the overall reduction in skill"
"Nanuuk","Aug 28, 2024","I think we our ceiling is challenging for the play-offs for all the reasons that you have mentioned.

I will also add we will not have to suffer through a few losses when the likes of Oesterle were playing. I have a lot more confidence in our defence IF Andersson returns to form.

Our floor is at or below our season of last year. Which is what way too many fans are cheering for."
"","Aug 28, 2024","Sounds like we need an optimism thread."
"Fig","Aug 28, 2024","Start one."
"Yepthatsme","Aug 28, 2024","You also posted stats from how players played last year, and it already says expect more goals. Yet it doesn’t include the effect of adding two legitimate offensive threats for a season adds to a roster. For example, Kuzmenko really turned the corner in March, playing his best hockey by far to finish the year. From March to the end of the season Kadri’s p/60 was 3.31 from his usual 2.84 prior. Sharangovich getting the additional help as well jumped from 2.94 p/60 from 2.31. Even with a majority of the vets mailing it in post trade deadline, Kuzmenko provided a large boost to the players he played with. Same as Mantha, who adds a seriously legitimate shooting threat to whichever line he plays on. Things that aren’t even reflected in the stats you posted, yet it still expects high totals. It also doesn’t include the powerplay, which seems primed for a boost this year with added options and based on how it finished the year prior.

You used the game played argument, but forget to realize the kind of player who play 45 games which are replacement level guys. I.E players who can be replaced and not notice any difference. So you say “but they’ll only play 45 games”, but someone of relatively equal value will play those other 37. Our top of the roster players missed roughly 15-20 games total last year, so yes there will be goals lost but pending some brutal injuries which we haven’t seen since Monahan, the total goals lost won’t be anywhere near 20 let alone 40.

Also I heavily encourage you to post a poll on the main boards on who would add more offense to a team, Chris Tanev or Andrei Kuzmenko. Yes we will get pinned more, and Tanev was a huge loss in starting the play the other way, but you have to understand that an improved forward core has much more of an impact on creating offense than… a defensive defenseman. Like you have to see the logic that Cale Makar getting the puck to Ryan Reaves will be a lot less conducive to gaining offense than Erik Gudbranson rimming the puck along the boards to McDavid, right? Breaking up plays and making a good first pass is important, but unless we are depending on blowing the zone and expecting seem passes or stretch passes on the daily, losing non-offensive defenseman and gaining offensive forwards will increase 5v5 scoring, that’s a pretty simple concept. Given the simplistic nature of our breakout (seriously, when we force a turnover in our zone how often did we do anything other than just head man the puck to a forward), we aren’t losing much to begin with anyways other than our ability to break up zone pressure. As a defenseman myself, I can tell you how much easier a breakout is when you have better forwards on the ice to begin with. To end all this, we also still have Andersson and Weegar who will be likely anchoring two separate pairs, so it’s not like we are bereft of two way defenseman to begin the season either

We added a player who scores 20 in his sleep (almost literally if some people are to be believed), and another guy who’s paced for 40 goals 3/4 of the time he’s been in the league so far. Our powerplay will be better, and we have 3-4 young forwards who will now have another season under their belt for experience. Losing two defenseman who combined for 49 points will not ruin the 5v5 offense as much as a full season of a guy paced for 71 and another who paced for 50 on a much worse offense than ours. Guys like Kuzmenko, Kadri, Sharangovich, and Coleman could all regress to the extreme and I could very easily be wrong, but pretending it’s impossible for us to score more goals is equally as wrong."
"DomBarr","Aug 28, 2024","The worst thing the can occur with the Flames with their current ownership at this point in time is challenging for or even worse being solidly in a playoff spot at the deadline where ownership will pressure Conroy to fortify the lineup for playoff revenue. 
and if you think we are not going to experience losses like there were last year you are over estimating the skill on the Flames D. The new dmen brought in are not better than Tanev, Hanifin, Kylington so while Oesterle is gone outside of Weegar/Andersson the other 4 will provide some entertaining brain farts.
Fans do not want to cheer for the teams to lose but most realize that there is always some pain before things turn around. This team's #1 need right now is high end, game breaking center that only seem to be available in the top 5 picks of a draft and over the next 2 drafts there are some true franchise altering centers at the top of the draft like Hagens, McKenna etc"
"Double Dion","Aug 28, 2024","Really? You think this roster with 2 top 5 defensemen can challenge for the playoffs? I think we're a front half lottery team almost for sure. Only way we get anywhere close to even 20th is if our goaltending is outstanding. We're going to BLEED chances this year. Even if Backlund and Kadri don't decline which could happen at any point.

The only teams we MIGHT be better than in the West are Anaheim, San Jose, Chicago and Seattle. Utah is a vastly improved roster. Everyone else is very clearly better than us."
"Fig","Aug 28, 2024","Win it all? No. But in 2014-2015 season, we did do exactly that and somehow hobbled our way past Vancouver in the first round. Sometimes, things can be whacky."
"","Aug 28, 2024","I mean, who have confidence in this group?

Weegar - Andersson
Bahl - Miromanov
Hanley - Bean"
"Some Other Flame","Aug 28, 2024","Weegar-Miromanov
Bahl-Andersson
Bean-Pachal
Solovyov/Hanley

That is likely the worst defensive group the Flames have iced in their history. And there's also a non-zero percent chance that Andersson is traded by the deadline. 

Last rebuild had GIordano turn into a norris worthy defenceman overnight while Brodie emerged as a top pairing guy. There's nothing like that this time."
"Ledge And Dairy","Aug 28, 2024","Let me try and explain this a different way. If I remove Kuzmenko, Mantha, Lomberg, etc from the equation and replace them with Lindholm, Mangiapane, Dube, etc. The ixG is actually much higher. 
Kuzmenko/Mantha/Lomberg total for 46.27
while Lindholm/Mangiapane/Dube (24.32+25.51+9.13) total for 58.96. Nearly 13 extra expected goals. That's not even factoring in the 4 defensemen we swapped out who should raise it more. 

Again I agree our powerplay will be better but I don't think you get how much worse our 5v5 play will be. Sure Kuzmenko is useful in the offensive zone specifically around the net but if we can't get anywhere near there he is borderline useless. We have been a possession style team for like the last 5 years. That style of play is not going to change this season but it will be vastly less dominant without the quality of blue line we had in past seasons. Yes in theory offensive forwards should increase scoring but unfortunately you can't win a 3v5 or 4v5 without superstar talents like McDavid. 

I never said it was impossible to score more goals I just say expecting a 15-20 goal increase is not at all realistic. A 7 goal fall off is far more realistic. I think we will be on par with the Senators from last season who has 250 GF and 281 GA"
"HighLifeMan","Aug 28, 2024","I think the defense actually has far more potential than it's given credit for, although I can understand the pessimism.

Weegar/Miro were absolutely dominant together despite playing some very tough minutes down the stretch. Yes, it wasn't a huge sample size, but they showed some seriously positive signs together.

Bahl and Andersson in theory make a great compliment to one another from a stylistic POV. Bahl has already shown capable of playing tough minutes last year while consistently improving his defensive partners xG%, and if Andersson returns to form (lets be real he struggled last year), then it could be a strong pair.

Third pair? Who really knows, Bean has had NHL success previously in a larger role, and Pachal appears to be a serviceable #6/7."
"Nanuuk","Aug 28, 2024","I do. And I am not the only one.


It will not be the worst thing if we are up in the standings. It will show the moves that the team has made is wokring.

The new D-men are inexperienced, but not untalented. The zone system will compensate for some talent loss.

Fans do not cheer for their team to lose? Could have fooled me."
"","Aug 28, 2024","You should have a look at the defensive roster from the 97 team. That's what rock bottom looks like."
"MM917","Monday at 12:48 PM","What??? The new d-men are 100% untalented. Outside of Andersson and Weegar none of our d-men should be in the NHL."
"Nanuuk","Monday at 2:13 PM","Says you."
"MM917","Tuesday at 6:00 PM","And their careers and all evidence we have to go on."
"Nanuuk","Tuesday at 9:12 AM","Which isn't enough to render a judgment that they aren't NHL'ers. There was a large enough sample last season to prove you wrong."
"","Tuesday at 11:37 AM","Bahl is an NHL defenceman all day, ceiling is in question but to call him not an NHL player is just flatly wrong.

Miromanov is an interesting case. You can very much make the argument that were he not on such a stacked contender (Vegas) his NHL experience to this point would be much higher. The question remains if he is an NHL player in the long run, but to say one way or the other now is too early.

Bean + Pachal, I will grant you are 6/7 guys and not much else and on most teams are spares."
"Ledge And Dairy","Tuesday at 5:25 PM","I think you are using a broad brush for a bit of fine painting here. While yes Backlund is a proven strong 2-way player and his CF and TA/GA ratio do defend that I do not think TA/GA is a good measure for that. Players with high giveaway counts are very often the person who simply has the puck the most. Weegar for example only had 46 takeaways but 75 giveaways. This does not reflect how strong his defensive game is at all considering he is one of the best 2-way defenders in the league. To me the important note there is that he lead all our defensemen in takeaways (albeit Hanifin probably would have had more if he wasn't traded), this proves he is effective at causing turnovers. On the other hand his giveaway count says to me how much we relied on him as a playmaker and QB. His production from last season also in a way proves that. 

As for Kuzmenko, as you said he was very sheltered with his deployment, as was Kadri. This is also quite obvious when looking at their QoC on . Kadri and Kuzmenko only spent about ~27% of their total 5v5 ice time against elite competition, whereas on the other hand guys like Backlund, Mangiapane, and Lindholm all played north of 40% of their ice time vs elite competition. I just have a hard time seeing us being able to deploy those 2 in such favorable positions again this year. Assuming we move Zary to center it will probably be in our best interest to shelter his line more than Kadri's or at least split the difference. As for Kuzmenko's takeaway count, it reminds me a lot of Nylander. In the offensive and Neutral zone Kuzmenko can for turnovers by simply being aggressive, but he was simply not that effective in our own end, hence his -8 in a 29 game span. 

I do think  is a bit wrong about Mantha though. He is very much like Mangiapane in his defensive game but his main issue is he lacks commitment and drive. Unlike Mangiapane who had an endless motor, Mantha is well known for his lackadaisical effort levels."
"hockeyguy0022","Tuesday at 5:50 PM","I'm very excited to see what the flames get at the deadline for Vladar. if he can get back to 1B like with markstrom before the injuries, he will likely be one of the most valuable players at the deadline.

Teams already have goalie problems (Vancouver) The list of somewhat established guys out there isn't good.. kinkaid, dell, jones, tokarski, maybe kaskisuio if you want to gamble.

Should be Vladar and Gibson that contenders are looking for. I'm sure the Canucks are calling right now.

Goalie market for anyone reasonably steady above 26 years old is very weak."
"Fig","Wednesday at 6:25 PM","Huh? I'd say we have like 5 guys solidly in the 5th-7th dman range. They are NHLers, but not second pairing calibre. It'll be interesting to see what they do in a rotating 2A and 2B pairing requirement situation like Sutter used to roll with the Z - Gudbranson 3rd pairing. 

I'll agree it's not enough talent as an overall D corps, but I disagree that everyone outside of Andersson and Weegar are not NHL calibre."
"Nanuuk","Wednesday at 6:32 PM","Seravelli says Flames are signing D Tyson Barrie to a PTO."
"MM917","Wednesday at 6:42 PM","Fair enough with Bahl, he isn't good but harsh to not say he is NHLer he can be a 6th d-man on average to poor teams.

Miromanov was a disaster defensively last season and doesn't have the offensive ability to ignore he lack of defensive awareness or ability."
"","Wednesday at 7:55 PM","Since the tragedy of Thursday night/Friday morning my excitement for the coming season has completely evaporated."
"Mobiandi","Thursday at 6:18 PM","In light of what happened, I really couldn’t care less about Flames hockey, let alone the NHL and I’m not sure when that will change"
"Coffees","Thursday at 6:44 PM","Flames will not be bottom 5 but they will win the 1st overall pick this year"
"","Thursday at 9:13 PM","I like our chances at finishing 28th in league standings this season, from 24th last season. A year without Markstrom, Hanifin, Tanev, and no Kylington to help fill one of the D holes, will have a huge impact."
"Yepthatsme","Thursday at 11:22 PM","Last season, to be one of the 3 worst teams, you had to be bottom 5 in both goals for and against. Our chances at that are slim to none so bottom 3 seems unlikely. 

To be one of the 5 worst teams, you needed to be bottom 5 in one of those categories, and bottom 10 in the other. Our chances there are iffy, but I’d say they have a slim to possible chance of it happening if legitimately everything goes wrong.

To be one of the 10 worst teams, you needed to fall into 1 of 2 categories. Either be a below average team in one ranking and a bottom 10 in the other (where we fell), or be an above average team in one and bottom 5 in the other. This is where I think we reasonably fall, and expect us to probably pick from 6-10 in the upcoming draft.

After that, I say it’s about as likely as picking in the 4-5 range that we are outside the bottom 10 teams. This would likely be due to our offense finishing around 12-14th in the league and our defense only being bad (bottom 10).

So based on last season’s standings, our floor looks to start roughly at about the 5th overall pick."
"Fig","Thursday at 11:39 AM","If you could wish a successful Taylor Hall trade upon us, that would be awesome. Thank you."
"Volica","Thursday at 12:58 PM","<Looks at that defence we're about to trot out nightly>
That's pretty floor level amigo.

This team had a sub .400 win % after the deadline. That's what this group is facing this year."
"Some Other Flame","Thursday at 1:05 PM","Most if not all of the teams that finished below the Flames made varying degrees of improvements to their roster during the off season. 

The Flames meanwhile traded their number one goalie, signed an inconsistent middle six forward and some meaningless depth. And now the word is apparently that it's only a matter of when, not if Andersson is moved. 

Short of something ridiculous happening, the Flames are primed for their first top 3 pick in franchise history."
"KodakGinger","Thursday at 2:44 PM","Don’t think there’s any doubt with this roster that we select top 6 and get a shot at one of the top 5 centres in the draft. Good year to have a C heavy top 5."
"Yepthatsme","Friday at 7:01 PM","Chicago, San Jose, and Colombus are absolutely guaranteed to be worse than us. Full stop. Those 3 combined have 8 players who scored 20 last year, with 3 of those names doing it on top offensive teams and not with them. We have 6.

San Jose’ goalies are Blackwood and Askarov. Chicago is Mrazek and Brossoit. Columbus is Merzlikins and Tarasov. This is one of the few groups our goaltending tandem doesn’t stand out from. Columbus may be the only group who doesn’t have just as large of a group as no names as our defensive core, and Weegar is the best defenseman out of any of those teams.

Serious question, if we added Bertuzzi and Teuravainen, or Toffoli and Ceci, would you consider us a very improved team primed to climb the standings? The top 3 is very well protected, as I just pointed out with how bad of a team you have to be to enter that group in my previous post."
"hockeyguy0022","Friday at 8:44 PM","Flames should flip a prospect or two and some picks for zegras.

Minimal contract left, can see if he develops, have the money for long term If wanted, if not can flip for a pick. basically 0 risk, all upside.

Still young, will be 26-27/prime when the new rink is ready.

poor mans Mitch Marner, with upside. No risk for the flames basically."
"Ledge And Dairy","Friday at 8:56 PM","San Jose? 100% they will be worse. They will definitely score more than last year between Celebrini, Smith, and Toffoli, but overall their D-core is still quite bad.

Columbus will be like Anaheim, their success now depends entirely on the young guys taking that next step. I would also say that it depends on how well they rally behind the loss of Johnny Hockey, but I would expect them to finish below us. 

Chicago I wouldn't be shocked to see them finish below us but I would say they are more likely to finish above us. Their D-core is far deeper than ours, they essentially added 3 top 6 wingers with the return of Hall, along with a solid middle 6 2-way guy in Mikheyev. It's well within the realm of possibility that Bedard hits 100 points this season. Not to mention Brossoit is a big upgrade on Soderblom."
"Yepthatsme","Friday at 11:00 PM","Success depending on young guys leads to a lack of success, this is a fact HFboards can’t comprehend. Ask Ottawa and Buffalo how relying solely on youth in key roles has faired for their teams. Columbus (and Anaheim while we are at it) thrusting even more U24 players into key roles will be a detriment not a boon.

Also if Bertuzzi and this stage of his career Hall are top 6 wingers, we have roughly 6 of them on our roster. Bertuzzi potted 21 lining up with Tavares and Nylander, and Hall wasn’t even on pace for 50 points 2 years ago and is well passed his prime after injuries unfortunately. I think your right Bedard has a chance at 100 and will probably drag one of Bertuzzi or Teravainen to 60 points along the way, but the other will have to anchor a second line on their own which is terrifying. Teravainen is legitimately their second best forward, that’s still an embarrassing group.

That deeper blue line part is not true, it’s just weirdly old.
Chicago:
Vlasic •2.5 xGA/60
Jones •2.7 xGA/60
Brodie* •2.77 xGA/60
Martinez* •2.81xGA/60
Murphy •2.9 xGA/60
Korchinski •3.13 xGA/60

Pachal •2.21 xGA/60
Miromanov •2.23 xGA/60
Bahl •2.39 xGA/60
Weegar •2.64 xGA/60
Bean •2.83 xGA/60
Andersson 2.88 xGA/60

You just fell victim to a pretty classic “I recognize more names on the other blue line”, as far as results go our blue line depth is far superior. For example, TJ Brodie was a healthy scratch for Toronto’s whole playoffs if you’re wondering how he’s doing currently."
"","Friday at 11:13 PM","and you just fell victim to a pretty classic ""analytics re the be all and end all"""
"Ledge And Dairy","Friday at 11:54 PM","I'm not arguing the youth thing for Anaheim and Columbus. What is factual about them is that they have added a bunch of young high potential players to their roster and we have not. So like I said I expect Columbus to finish below us I would not call it a guarantee by any means. A full season of Werenski for them could vastly change things for example, as he is a top 10 caliber defenseman in the league when healthy.

Kuzmenko and Huberdeau are only winger on our roster that even comes close to Bertuzzi's or Hall's caliber. Both of them will get prime power play minutes too, something Bertuzzi didn't get in Toronto.

Your take on their blue line is awful too. All you are doing is looking at 1 stat and comparing them. You don't even bother trying to factor in the difference in situations. Last year when Bedard wasn't on the ice Chicago had next to zero offensive pressure so they were constantly caved in in their own end.

For example despite all this Vlasic was statistically the best defensive dman in the league last year. And he was a rookie. Korchinski was also a rookie and will certainly improve this year, plus they will have Murphy back who missed the majority of last season with an injury. And though Brodie played like crap last year he was one of the top defensive dmen in the league just 1 year prior. Even if he can't reform that Levshunov is right there ready to take a spot

I didn't fall victim to that I simply know the sport better than you"
"Yepthatsme","Friday at 11:57 PM","Fine would you rather total points?
Chicago 104
Calgary 128

Total +/-?
Chicago -62
Calgary -19

Average weight?
Chicago 201 pounds
Calgary 206 pounds

Like what’s your point here? Other than “I have heard of the names they added”/60, they legitimately just have a worse group by any way of measuring."
"Bounces R Way","Friday at 12:10 AM","What does the lineup actually look like? Who plays with who what when where why

Gooberdeau-Sharangovich-Mantha(kuzmenko?)
Zary-Kadri-Pospisil/Coronato(kuzmenko?)
Pelletier-Backlund-Coleman
Lomberg-some guy -Klapka(kuzmenko?)
Rooney(Hunt, Duehr)


Weegar-Andersson
Bahl-Miromanov
Solovyov/Bean/Pachal/Barrie/Hanley probably others 

Wolf
Vladar


I dunno if that's bottom 5 bad but it's probably close. I mean god damn"
"Yepthatsme","Friday at 12:29 AM","You called Werenski a top 10 defenseman in the league when healthy in the same post you said you know the sport better than me LOL.

Also your Bertuzzi take is funny. Go on the polls and see who posters would rather have. Sharangovich or Bertuzzi. Coleman or 2024-25 Hall. You pretend Bertuzzi wasn’t stapled to a 98 point Nylander all season, and he had less points than Anthony Mantha did last year. “We only have two Bertuzzi caliber wingers” got a laugh out of me so thanks for that.

Weren’t you the poster who said getting less offensive zone time and getting caved in is a function of how bad the defense was, not offense, literally last week when you were trying to argue that Calgary losing Hanifin-Tanev would cripple our offense? Crazy how the tune changes to not having good enough forwards means they get caved in defensively when that’s what the argument calls for. Especially when the implication is Teravainen and Bertuzzi will save that D-core.

Vlasic isn’t the best defensive defenseman in the league, you just don’t understand relative stats. Because that’s where that sentiment began, with the fact he had the 5th best xGA/60 Rel in the league. The irony of you saying XGA/60 is a cherry picked stat then you accidentally try to use it in your argument is great. The absolute irony of you saying he’s the best because he looked so good in comparison to the rest of the brutal D-core you’re trying to defend is even better.

As far as actual suppression metrics, he was 88th in xGA/60, 74th in GA/60, and 148th in HDCA/60. So slightly above average except at suppressing chances. So definitely good, mostly because you have to give him credit with just how bad his team is at defense which you are unironically trying to defend.

Whenever you’re feeling cocky enough to say you know the sport better than people, I want you to go to the main boards and call Werenksi a top 10 defenseman and read the responses."
"Tkachuk Norris","Friday at 1:10 AM","The forward lines have been pretty obvious to me, although it might not play out that way. The D lines are tougher to figure out. 

Sharongovich-Kadri-Kuzmenko

Interesting skill on this line

Huberdeau-Zary-Mantha

We got Mantha to get Huberdeau going allegedly. I donno personally I’d like to see Zary C Hubs and Sharon.

Coleman-Backlund-Coronato 

Get our best forward prospect with two guys who mesh so well. 

Pelletier-Pospisil-Lomberg

Paramount that we develop Zary and Pospisil at C. This would be a fun line to watch. Pospisil and Pelletier can also kill penalties to get more minutes. 

Bahl-Weegar

Yeah pain will be felt when you look at this blue line. But I think Huska is really good at making D men useful. I think Bahl could surprise people.

Revolving door-Andersson

Basically let whoever of Miromanov, Solo, Kuznetsov, Poirier try to take a spot, give each significant NHL games. Bean, Pachal, Hanley can play some games if you need them to, I just don’t see any long term upside so what is the point in playing them more then 25-30 games each."
"Some Other Flame","Friday at 1:21 AM","What it should be:

Mantha-Kadri-Kuzmenko
Huberdeau-Zary-Sharangovich
Coleman-Backlund-Coronato
Pelletier-Pospisil-Lomberg
Rooney/Hunt/Klapka/Kerins/Schwindt/Nikolaev/Stromgren

Weegar-Miromanov
Bahl-Andersson
Solovyov-Pachal
Bean/Hanley

What it's probably going to be:
Zary-Kadri-Kuzmenko
Huberdeau-Sharangovich-Pospisil
Coleman-Backlund-Mantha
Hunt-Rooney-Lomberg

Weegar-Andersson
Bahl-Miromanov
Bean-Pachal
Hanley

1. Flames have too many wingers & forwards. Bringing in Mantha when Kuzmenko was already there was superfluous 

2. At least one but ideally both Zary and Pospisil need to play center this season otherwise what's the point

3. All of Pelletier, Coronato, & Solovyov need to be on the roster. Having zero prospects/rookies make the team in year 1 of the rebuild is a horrendously myopic strategy. But it would be quintessential Calgary Flames though."
"Ledge And Dairy","Friday at 3:25 AM","LMAO spewing more words per minute does not make you smart.

1. I did not call Werenski a top 10 defenseman, I called him top 10 caliber. As in Makar, Fox, Hughes, Josi, Heiskanen, McAvoy, and Hedman are definitely better. After that there is absolutely an argument for him among others. He's definitely in the 8-15 range though.

2. Sharangovich has had 1 season over 50 points and he produced well above expectations in that season. He might hit 50 points again this year but ~45 is a safer bet for him, and definitely not 30 goals again. Bertuzzi will very likely outproduce him this season. I am a huge Coleman fan and have defending him for years but you are on drugs if you think he is better than Hall. Coleman is elite defensively but he is not remotely as good offensively as Hall.

3. You are putting words in my mouth I was very clear that Hockey is a 5 man game. 2 defenseman can not be expected to stop 5 on the other team alone. And vise-versa 3 forwards can not be expected to beat 5 people defending as a unit on the other team alone. Obviously considering you had the audacity to write me a book on the day of Gaudreau's death I was definitely going to ignore it.

Yes Vlasic was actually. He was literally in the 99 percentile for defensive play last year. Again, as a rookie"
"Yepthatsme","Friday at 2:50 PM","The rest of it is just bad, but you really need to learn stats before you quote them. Defensive GAR is comprised entirely of relative stats. Here’s the formula:

(((RelT CA/Min - RL CA/Min)*-TOI) + ((RelT xGA/Min - RL xGA/Min)*-TOI))

Please educate yourself before getting in to these discussions, your proof that he wasn’t just good because of relative stats was to entirely use relative stats. He was rated the best defensive defenseman literally because how much he stood out from how terrible the rest of his defense core was. His actual results were middling, but with context on the defense core he was definitely an above average defensive defenseman.

If you’re going to quote these stats please atleast try to understand them first."
"Ledge And Dairy","Friday at 5:22 PM","The amount of fabrication you use in your arguments is hilarious. You literally just make your own assumptions and insert them as fact. 

I said Chicago struggled to form any sort of offense without Bedard on the ice last year. That is fact. You then brought up how I previously said Calgary lost offense due to loosing Tanev and Hanifin, saying that I am being a hypocrite by arguing that offensive zone time is a ""function of defense not offense."" No it's a 5v5 game I was very clear on this. In the post last week I had also brought up how Calgary doesn't have a McDavid to just singlehandedly turn a game around. Chicago does though in Bedard, and after they lost Hall and Perry last year Bedard was the only legitimate top 6 forward on their entire roster. 

I said you only use 1 stat, expected goals for/against. Then in a separate statement I stated that Vlasic was statistically the best defensive dman in the league last year. Just because his relative xGA/60 agrees he was good you just assumed that was the stat I used. Which it was not as I showed in my next post where I gave you a graph indicating his defensive GAR. 

The after I posted his defensive GAR you make up some bullshit about how I was trying to prove ""he wasn’t just good because of relative stats."" Like where did I say that????

You are lost man. You act all pretentious but your entire argument is based on you putting words into my mouth. I'm done talking to you, because we still have a month before the season starts and you will keep finding ways to argue pointlessly. I'll let the season prove you wrong instead, and if by some miracle you end up right and like Miromanov gets 45 points or something then I will tip my hat and admit it but I highly doubt he gets even 30 points."
"","Saturday at 8:22 PM","Not my thoughts... Friedman and Conroy's"
"Fig","Yesterday at 12:28 AM","IMO it is not worded in a way that hints vets want out. It seems worded in a way where the vets would start complaining if a full tear down continued and playoffs next season looked bleak. 

I wonder if that means Conroy might look into quantity for quality trades."
"","Yesterday at 1:01 AM","Further to what Friedman said, listen to what Dave Pagnotta says..
Flames talk starts at 2:15"
"","Yesterday at 1:48 AM","Pagnotta is never worth listening to, he is one of the absolute worst in teh business."
